document_id,origin_class,generation_channel,nll,scored_tokens,n_windows,expected_tokens,provenance
human_seo_seopulses_ru_0004,H,,2.175038,1004,1,1004,унаследовано из nll-v1
human_seo_seopulses_ru_0005,H,,2.709634,2455,4,2455,унаследовано из nll-v1
human_seo_shakin_0001,H,,2.495089,1213,2,1213,унаследовано из nll-v1
human_seo_shakin_0002,H,,2.852358,1366,2,1366,унаследовано из nll-v1
human_seo_shakin_0003,H,,2.648337,1391,2,1391,унаследовано из nll-v1
human_seo_shakin_0004,H,,2.782167,1693,3,1693,унаследовано из nll-v1
human_seo_shakin_0005,H,,2.424922,1420,2,1420,унаследовано из nll-v1
human_seo_shakin_0007,H,,2.709399,1539,3,1539,унаследовано из nll-v1
human_seo_shakin_0008,H,,2.776132,1113,2,1113,унаследовано из nll-v1
human_seo_shakin_0009,H,,2.935079,1374,2,1374,унаследовано из nll-v1
human_seo_shakin_0010,H,,3.031690,1474,2,1474,унаследовано из nll-v1
human_seo_shakin_0011,H,,2.591085,1310,2,1310,унаследовано из nll-v1
human_seo_shakin_0012,H,,2.594515,1154,2,1154,унаследовано из nll-v1
human_seo_shakin_0013,H,,3.109933,1402,2,1402,унаследовано из nll-v1
human_seo_shakin_0014,H,,3.091264,2012,3,2012,унаследовано из nll-v1
human_seo_shakin_0015,H,,2.891676,1542,3,1542,унаследовано из nll-v1
human_seo_shakin_0017,H,,2.910101,2577,5,2577,унаследовано из nll-v1
human_seo_shakin_0018,H,,2.850337,2143,4,2143,унаследовано из nll-v1
human_seo_shakin_0019,H,,2.933023,1237,2,1237,унаследовано из nll-v1
human_seo_shakin_0020,H,,2.842024,1393,2,1393,унаследовано из nll-v1
human_seo_shakin_ru_0001,H,,2.421859,2737,5,2737,унаследовано из nll-v1
human_seo_shakin_ru_0002,H,,2.640459,270,1,270,унаследовано из nll-v1
human_seo_shakin_ru_0003,H,,2.668224,2534,4,2534,унаследовано из nll-v1
human_seo_sosnovskij_0007,H,,3.203332,2473,4,2473,пересчитано
human_seo_sosnovskij_0011,H,,3.006571,2391,4,2391,пересчитано
human_seo_sosnovskij_0012,H,,3.068230,3829,7,3829,пересчитано
human_seo_sosnovskij_0015,H,,3.412879,1750,3,1750,пересчитано
human_seo_sosnovskij_0016,H,,3.135650,4180,8,4180,пересчитано
human_seo_sosnovskij_0019,H,,3.209265,2809,5,2809,пересчитано
human_seo_sosnovskij_0021,H,,3.338062,2534,4,2534,пересчитано
human_seo_sosnovskij_0022,H,,2.993102,1905,3,1905,пересчитано
human_seo_sosnovskij_0025,H,,3.133242,4285,8,4285,пересчитано
human_seo_sosnovskij_0028,H,,3.107658,2958,5,2958,пересчитано
human_seo_sosnovskij_0029,H,,2.995253,3784,7,3784,пересчитано
human_seo_sosnovskij_0030,H,,3.093333,2874,5,2874,пересчитано
human_seo_sosnovskij_0032,H,,2.995325,2022,3,2022,унаследовано из nll-v1
human_seo_sosnovskij_0033,H,,3.266709,3174,6,3174,пересчитано
human_seo_sosnovskij_0034,H,,3.192431,3546,6,3546,пересчитано
human_seo_sosnovskij_0035,H,,3.225513,4423,8,4423,пересчитано
human_seo_sosnovskij_0036,H,,3.079509,2949,5,2949,пересчитано
human_seo_sosnovskij_0037,H,,3.068408,2992,5,2992,пересчитано
human_seo_sosnovskij_0039,H,,3.000661,2300,4,2300,пересчитано
human_seo_sosnovskij_ru_0001,H,,2.945039,1054,2,1054,унаследовано из nll-v1
human_seo_sosnovskij_ru_0002,H,,2.962180,2668,5,2668,унаследовано из nll-v1
human_seo_sosnovskij_ru_0003,H,,3.012177,477,1,477,пересчитано
human_seo_sosnovskij_ru_0004,H,,3.039120,2299,4,2299,унаследовано из nll-v1
human_seo_sosnovskij_ru_0005,H,,3.142292,3249,6,3249,пересчитано
human_seo_sosnovskij_ru_0006,H,,2.977640,4061,7,4061,унаследовано из nll-v1
human_seo_sosnovskij_ru_0007,H,,2.930650,1170,2,1170,унаследовано из nll-v1
human_seo_sosnovskij_ru_0010,H,,2.997156,2250,4,2250,унаследовано из nll-v1
human_seo_sosnovskij_ru_0011,H,,2.812903,1063,2,1063,унаследовано из nll-v1
human_seo_sosnovskij_ru_0012,H,,3.122484,1508,2,1508,унаследовано из nll-v1
human_seo_sosnovskij_ru_0013,H,,3.094231,1536,3,1536,унаследовано из nll-v1
human_seo_sosnovskij_ru_0014,H,,3.405951,2027,3,2027,унаследовано из nll-v1
human_seo_sosnovskij_ru_0015,H,,2.974129,1378,2,1378,унаследовано из nll-v1
human_seo_sosnovskij_ru_0018,H,,2.990931,1501,2,1501,унаследовано из nll-v1
human_seo_sosnovskij_ru_0019,H,,2.860019,2228,4,2228,унаследовано из nll-v1
human_seo_sosnovskij_ru_0021,H,,3.302266,1993,3,1993,унаследовано из nll-v1
human_seo_sosnovskij_ru_0022,H,,3.320460,1645,3,1645,унаследовано из nll-v1
human_seo_author_archive_0001,H,,2.958506,1977,3,1977,унаследовано из nll-v1
human_seo_author_archive_0002,H,,2.782116,4203,8,4203,унаследовано из nll-v1
human_seo_author_archive_0003,H,,3.092566,1088,2,1088,унаследовано из nll-v1
human_seo_author_archive_0004,H,,2.231048,4731,9,4731,унаследовано из nll-v1
human_seo_author_archive_0005,H,,3.173007,1618,3,1618,унаследовано из nll-v1
human_seo_author_archive_0006,H,,3.354241,6553,12,6553,унаследовано из nll-v1
human_seo_texterra_ru_0001,H,,2.543951,1271,2,1271,унаследовано из nll-v1
human_seo_texterra_ru_0002,H,,2.685456,1398,2,1398,унаследовано из nll-v1
human_seo_texterra_ru_0003,H,,2.689016,968,1,968,унаследовано из nll-v1
human_seo_texterra_ru_0004,H,,2.564045,1542,3,1542,унаследовано из nll-v1
human_seo_texterra_ru_0005,H,,2.135758,4121,8,4121,унаследовано из nll-v1
human_seo_texterra_ru_0006,H,,2.608854,2505,4,2505,унаследовано из nll-v1
human_seo_texterra_ru_0007,H,,2.386347,2021,3,2021,унаследовано из nll-v1
human_seo_texterra_ru_0008,H,,2.829093,3699,7,3699,унаследовано из nll-v1
human_seo_texterra_ru_0009,H,,2.916868,1703,3,1703,унаследовано из nll-v1
human_seo_texterra_ru_0010,H,,2.424995,1510,2,1510,унаследовано из nll-v1
human_seo_texterra_ru_0011,H,,2.474297,1961,3,1961,унаследовано из nll-v1
human_seo_texterra_ru_0012,H,,2.646838,1436,2,1436,унаследовано из nll-v1
human_seo_texterra_ru_0018,H,,2.634724,1183,2,1183,унаследовано из nll-v1
nemotron_b001_P1_r1,A,nemotron,2.917454,2325,4,2325,унаследовано из nll-v1
nemotron_b001_P1_r2,A,nemotron,3.055037,2751,5,2751,унаследовано из nll-v1
nemotron_b001_P2_r1,A,nemotron,3.174544,1053,2,1053,унаследовано из nll-v1
nemotron_b001_P2_r2,A,nemotron,3.133622,1090,2,1090,унаследовано из nll-v1
nemotron_b001_P3_r1,A,nemotron,3.010295,3029,5,3029,унаследовано из nll-v1
nemotron_b001_P3_r2,A,nemotron,2.952701,2868,5,2868,унаследовано из nll-v1
nemotron_b002_P1_r1,A,nemotron,3.065108,1532,2,1532,унаследовано из nll-v1
nemotron_b002_P1_r2,A,nemotron,3.061661,1511,2,1511,унаследовано из nll-v1
nemotron_b002_P2_r1,A,nemotron,3.079023,1025,2,1025,унаследовано из nll-v1
nemotron_b002_P2_r2,A,nemotron,3.232191,949,1,949,унаследовано из nll-v1
nemotron_b002_P3_r1,A,nemotron,3.227065,1992,3,1992,унаследовано из nll-v1
nemotron_b002_P3_r2,A,nemotron,3.168547,3443,6,3443,унаследовано из nll-v1
nemotron_b003_P1_r1,A,nemotron,3.452315,980,1,980,унаследовано из nll-v1
nemotron_b003_P1_r2,A,nemotron,3.399183,929,1,929,унаследовано из nll-v1
nemotron_b003_P2_r1,A,nemotron,3.534321,913,1,913,унаследовано из nll-v1
nemotron_b003_P2_r2,A,nemotron,3.502009,1073,2,1073,унаследовано из nll-v1
nemotron_b003_P3_r1,A,nemotron,3.401189,1196,2,1196,унаследовано из nll-v1
nemotron_b003_P3_r2,A,nemotron,3.533283,1657,3,1657,унаследовано из nll-v1
nemotron_b004_P1_r1,A,nemotron,2.967981,1636,3,1636,унаследовано из nll-v1
nemotron_b004_P1_r2,A,nemotron,2.887049,2411,4,2411,унаследовано из nll-v1
nemotron_b004_P2_r1,A,nemotron,2.900346,1602,3,1602,унаследовано из nll-v1
nemotron_b004_P2_r2,A,nemotron,3.220378,1279,2,1279,унаследовано из nll-v1
nemotron_b004_P3_r1,A,nemotron,2.997757,3249,6,3249,унаследовано из nll-v1
nemotron_b004_P3_r2,A,nemotron,3.041851,3307,6,3307,унаследовано из nll-v1
nemotron_b005_P1_r1,A,nemotron,3.422011,2417,4,2417,унаследовано из nll-v1
nemotron_b005_P1_r2,A,nemotron,3.574803,3820,7,3820,унаследовано из nll-v1
nemotron_b005_P2_r1,A,nemotron,3.608081,996,1,996,унаследовано из nll-v1
nemotron_b005_P2_r2,A,nemotron,3.625433,951,1,951,унаследовано из nll-v1
nemotron_b005_P3_r1,A,nemotron,3.666407,4311,8,4311,унаследовано из nll-v1
nemotron_b005_P3_r2,A,nemotron,3.737978,2529,4,2529,унаследовано из nll-v1
nemotron_b006_P1_r1,A,nemotron,3.335934,1548,3,1548,унаследовано из nll-v1
nemotron_b006_P1_r2,A,nemotron,3.405746,1713,3,1713,унаследовано из nll-v1
nemotron_b006_P2_r1,A,nemotron,3.074952,741,1,741,унаследовано из nll-v1
nemotron_b006_P2_r2,A,nemotron,3.265877,1423,2,1423,унаследовано из nll-v1
nemotron_b006_P3_r1,A,nemotron,3.219613,1832,3,1832,унаследовано из nll-v1
nemotron_b006_P3_r2,A,nemotron,3.176657,2484,4,2484,унаследовано из nll-v1
nemotron_b007_P1_r1,A,nemotron,3.251644,944,1,944,унаследовано из nll-v1
nemotron_b007_P1_r2,A,nemotron,3.270495,1056,2,1056,унаследовано из nll-v1
nemotron_b007_P2_r1,A,nemotron,3.292314,796,1,796,унаследовано из nll-v1
nemotron_b007_P2_r2,A,nemotron,3.236337,928,1,928,унаследовано из nll-v1
nemotron_b007_P3_r1,A,nemotron,3.453328,1319,2,1319,унаследовано из nll-v1
nemotron_b007_P3_r2,A,nemotron,3.388053,1278,2,1278,унаследовано из nll-v1
nemotron_b008_P1_r1,A,nemotron,3.308466,1778,3,1778,унаследовано из nll-v1
nemotron_b008_P1_r2,A,nemotron,3.100990,1919,3,1919,унаследовано из nll-v1
nemotron_b008_P2_r1,A,nemotron,3.318990,1895,3,1895,унаследовано из nll-v1
nemotron_b008_P2_r2,A,nemotron,3.192995,1728,3,1728,унаследовано из nll-v1
nemotron_b008_P3_r1,A,nemotron,3.065806,1613,3,1613,унаследовано из nll-v1
nemotron_b008_P3_r2,A,nemotron,3.351467,2112,4,2112,унаследовано из nll-v1
nemotron_b009_P1_r1,A,nemotron,3.388936,1690,3,1690,унаследовано из nll-v1
nemotron_b009_P1_r2,A,nemotron,3.228439,1574,3,1574,унаследовано из nll-v1
nemotron_b009_P2_r1,A,nemotron,3.185968,928,1,928,унаследовано из nll-v1
nemotron_b009_P2_r2,A,nemotron,3.373293,1006,1,1006,унаследовано из nll-v1
nemotron_b009_P3_r1,A,nemotron,3.304689,2923,5,2923,унаследовано из nll-v1
nemotron_b009_P3_r2,A,nemotron,2.982066,2272,4,2272,унаследовано из nll-v1
nemotron_b010_P1_r1,A,nemotron,3.198620,2672,5,2672,унаследовано из nll-v1
nemotron_b010_P1_r2,A,nemotron,3.038638,2939,5,2939,унаследовано из nll-v1
nemotron_b010_P2_r1,A,nemotron,3.325289,1313,2,1313,унаследовано из nll-v1
nemotron_b010_P2_r2,A,nemotron,3.318595,967,1,967,унаследовано из nll-v1
nemotron_b010_P3_r1,A,nemotron,3.325843,2997,5,2997,унаследовано из nll-v1
nemotron_b010_P3_r2,A,nemotron,3.493287,1645,3,1645,унаследовано из nll-v1
nemotron_b011_P1_r1,A,nemotron,3.310596,1100,2,1100,унаследовано из nll-v1
nemotron_b011_P1_r2,A,nemotron,3.388717,834,1,834,унаследовано из nll-v1
nemotron_b011_P2_r1,A,nemotron,3.339665,1052,2,1052,унаследовано из nll-v1
nemotron_b011_P2_r2,A,nemotron,3.309960,726,1,726,унаследовано из nll-v1
nemotron_b011_P3_r1,A,nemotron,3.513647,888,1,888,унаследовано из nll-v1
nemotron_b011_P3_r2,A,nemotron,3.429800,1428,2,1428,унаследовано из nll-v1
nemotron_b012_P1_r1,A,nemotron,3.423155,1081,2,1081,унаследовано из nll-v1
nemotron_b012_P1_r2,A,nemotron,3.544495,1247,2,1247,унаследовано из nll-v1
nemotron_b012_P2_r1,A,nemotron,3.553290,1423,2,1423,унаследовано из nll-v1
nemotron_b012_P2_r2,A,nemotron,3.508065,1077,2,1077,унаследовано из nll-v1
nemotron_b012_P3_r1,A,nemotron,3.466681,816,1,816,унаследовано из nll-v1
nemotron_b012_P3_r2,A,nemotron,3.478044,2496,4,2496,унаследовано из nll-v1
nemotron_b013_P1_r1,A,nemotron,3.672179,1751,3,1751,унаследовано из nll-v1
nemotron_b013_P1_r2,A,nemotron,3.473181,1054,2,1054,унаследовано из nll-v1
nemotron_b013_P2_r1,A,nemotron,3.398686,1227,2,1227,унаследовано из nll-v1
nemotron_b013_P2_r2,A,nemotron,3.439362,1107,2,1107,унаследовано из nll-v1
nemotron_b013_P3_r1,A,nemotron,3.429210,2868,5,2868,унаследовано из nll-v1
nemotron_b013_P3_r2,A,nemotron,3.457409,2172,4,2172,унаследовано из nll-v1
nemotron_b014_P1_r1,A,nemotron,3.282657,2109,4,2109,унаследовано из nll-v1
nemotron_b014_P1_r2,A,nemotron,3.163227,1558,3,1558,унаследовано из nll-v1
nemotron_b014_P2_r1,A,nemotron,3.230911,1298,2,1298,унаследовано из nll-v1
nemotron_b014_P2_r2,A,nemotron,3.248531,1285,2,1285,унаследовано из nll-v1
nemotron_b014_P3_r1,A,nemotron,3.510598,4165,8,4165,унаследовано из nll-v1
nemotron_b014_P3_r2,A,nemotron,3.514704,3071,5,3071,унаследовано из nll-v1
nemotron_b015_P1_r1,A,nemotron,3.062777,1722,3,1722,унаследовано из nll-v1
nemotron_b015_P1_r2,A,nemotron,3.028537,2372,4,2372,унаследовано из nll-v1
nemotron_b015_P2_r1,A,nemotron,3.284027,952,1,952,унаследовано из nll-v1
nemotron_b015_P2_r2,A,nemotron,3.195612,931,1,931,унаследовано из nll-v1
nemotron_b015_P3_r1,A,nemotron,3.100530,2486,4,2486,унаследовано из nll-v1
nemotron_b015_P3_r2,A,nemotron,3.022644,3940,7,3940,унаследовано из nll-v1
nemotron_b016_P1_r1,A,nemotron,3.486115,1401,2,1401,унаследовано из nll-v1
nemotron_b016_P1_r2,A,nemotron,3.298402,1289,2,1289,унаследовано из nll-v1
nemotron_b016_P2_r1,A,nemotron,3.252318,972,1,972,унаследовано из nll-v1
nemotron_b016_P2_r2,A,nemotron,3.262980,988,1,988,унаследовано из nll-v1
nemotron_b016_P3_r1,A,nemotron,3.337928,1306,2,1306,унаследовано из nll-v1
nemotron_b016_P3_r2,A,nemotron,3.453832,1757,3,1757,унаследовано из nll-v1
nemotron_b017_P1_r1,A,nemotron,3.536194,2869,5,2869,унаследовано из nll-v1
nemotron_b017_P1_r2,A,nemotron,3.454478,3612,7,3612,унаследовано из nll-v1
nemotron_b017_P2_r1,A,nemotron,3.435805,722,1,722,унаследовано из nll-v1
nemotron_b017_P2_r2,A,nemotron,3.339619,1150,2,1150,унаследовано из nll-v1
nemotron_b017_P3_r1,A,nemotron,3.506536,2907,5,2907,унаследовано из nll-v1
nemotron_b017_P3_r2,A,nemotron,3.541391,2634,5,2634,унаследовано из nll-v1
nemotron_b018_P1_r1,A,nemotron,3.340382,3202,6,3202,унаследовано из nll-v1
nemotron_b018_P1_r2,A,nemotron,3.432080,2841,5,2841,унаследовано из nll-v1
nemotron_b018_P2_r1,A,nemotron,3.373886,828,1,828,унаследовано из nll-v1
nemotron_b018_P2_r2,A,nemotron,3.397697,2225,4,2225,унаследовано из nll-v1
nemotron_b018_P3_r1,A,nemotron,3.629114,2202,4,2202,унаследовано из nll-v1
nemotron_b018_P3_r2,A,nemotron,3.496797,3063,5,3063,унаследовано из nll-v1
nemotron_b019_P1_r1,A,nemotron,3.430145,2042,3,2042,унаследовано из nll-v1
nemotron_b019_P1_r2,A,nemotron,3.423355,3247,6,3247,унаследовано из nll-v1
nemotron_b019_P2_r1,A,nemotron,3.281967,813,1,813,унаследовано из nll-v1
nemotron_b019_P2_r2,A,nemotron,3.385137,923,1,923,унаследовано из nll-v1
nemotron_b019_P3_r1,A,nemotron,3.709606,2563,5,2563,унаследовано из nll-v1
nemotron_b019_P3_r2,A,nemotron,3.733298,2118,4,2118,унаследовано из nll-v1
nemotron_b020_P1_r1,A,nemotron,3.215074,1851,3,1851,унаследовано из nll-v1
nemotron_b020_P1_r2,A,nemotron,3.251612,1494,2,1494,унаследовано из nll-v1
nemotron_b020_P2_r1,A,nemotron,3.306061,826,1,826,унаследовано из nll-v1
nemotron_b020_P2_r2,A,nemotron,3.428359,1095,2,1095,унаследовано из nll-v1
nemotron_b020_P3_r1,A,nemotron,3.440006,2928,5,2928,унаследовано из nll-v1
nemotron_b020_P3_r2,A,nemotron,3.457270,3036,5,3036,унаследовано из nll-v1
nemotron_b021_P1_r1,A,nemotron,3.276887,1715,3,1715,унаследовано из nll-v1
nemotron_b021_P1_r2,A,nemotron,3.323671,1784,3,1784,унаследовано из nll-v1
nemotron_b021_P2_r1,A,nemotron,3.486649,894,1,894,унаследовано из nll-v1
nemotron_b021_P2_r2,A,nemotron,3.474500,1449,2,1449,унаследовано из nll-v1
nemotron_b021_P3_r1,A,nemotron,3.342320,2495,4,2495,унаследовано из nll-v1
nemotron_b021_P3_r2,A,nemotron,3.265829,1894,3,1894,унаследовано из nll-v1
nemotron_b022_P1_r1,A,nemotron,3.227414,1953,3,1953,унаследовано из nll-v1
nemotron_b022_P1_r2,A,nemotron,3.149502,1164,2,1164,унаследовано из nll-v1
nemotron_b022_P2_r1,A,nemotron,3.262743,1046,2,1046,унаследовано из nll-v1
nemotron_b022_P2_r2,A,nemotron,3.299110,893,1,893,унаследовано из nll-v1
nemotron_b022_P3_r1,A,nemotron,3.296480,2364,4,2364,унаследовано из nll-v1
nemotron_b022_P3_r2,A,nemotron,3.302259,2492,4,2492,унаследовано из nll-v1
nemotron_b023_P1_r1,A,nemotron,3.393075,1626,3,1626,унаследовано из nll-v1
nemotron_b023_P1_r2,A,nemotron,3.477778,781,1,781,унаследовано из nll-v1
nemotron_b023_P2_r1,A,nemotron,3.500233,967,1,967,унаследовано из nll-v1
nemotron_b023_P2_r2,A,nemotron,3.694930,1150,2,1150,унаследовано из nll-v1
nemotron_b023_P3_r1,A,nemotron,3.545618,2292,4,2292,унаследовано из nll-v1
nemotron_b023_P3_r2,A,nemotron,3.455618,2312,4,2312,унаследовано из nll-v1
nemotron_b024_P1_r1,A,nemotron,3.573228,926,1,926,унаследовано из nll-v1
nemotron_b024_P1_r2,A,nemotron,3.248946,913,1,913,унаследовано из nll-v1
nemotron_b024_P2_r1,A,nemotron,3.464566,338,1,338,унаследовано из nll-v1
nemotron_b024_P2_r2,A,nemotron,3.281214,1216,2,1216,унаследовано из nll-v1
nemotron_b024_P3_r1,A,nemotron,3.516920,3468,6,3468,унаследовано из nll-v1
nemotron_b024_P3_r2,A,nemotron,3.545516,485,1,485,унаследовано из nll-v1
nemotron_b025_P1_r1,A,nemotron,3.475638,1814,3,1814,унаследовано из nll-v1
nemotron_b025_P1_r2,A,nemotron,3.550135,1461,2,1461,унаследовано из nll-v1
nemotron_b025_P2_r1,A,nemotron,3.411964,1339,2,1339,унаследовано из nll-v1
nemotron_b025_P2_r2,A,nemotron,3.430201,1477,2,1477,унаследовано из nll-v1
nemotron_b025_P3_r1,A,nemotron,3.448728,2779,5,2779,унаследовано из nll-v1
nemotron_b025_P3_r2,A,nemotron,3.374626,2414,4,2414,унаследовано из nll-v1
nemotron_b026_P1_r1,A,nemotron,3.325036,1032,2,1032,унаследовано из nll-v1
nemotron_b026_P1_r2,A,nemotron,3.372676,1755,3,1755,унаследовано из nll-v1
nemotron_b026_P2_r1,A,nemotron,3.342304,909,1,909,унаследовано из nll-v1
nemotron_b026_P2_r2,A,nemotron,3.473368,729,1,729,унаследовано из nll-v1
nemotron_b026_P3_r1,A,nemotron,3.602788,1474,2,1474,унаследовано из nll-v1
nemotron_b026_P3_r2,A,nemotron,3.544129,2766,5,2766,унаследовано из nll-v1
nemotron_b027_P1_r1,A,nemotron,3.587876,1461,2,1461,унаследовано из nll-v1
nemotron_b027_P1_r2,A,nemotron,3.555512,1122,2,1122,унаследовано из nll-v1
nemotron_b027_P2_r1,A,nemotron,3.373283,931,1,931,унаследовано из nll-v1
nemotron_b027_P2_r2,A,nemotron,3.198496,1000,1,1000,унаследовано из nll-v1
nemotron_b027_P3_r1,A,nemotron,3.386797,2987,5,2987,унаследовано из nll-v1
nemotron_b027_P3_r2,A,nemotron,3.376258,2575,5,2575,унаследовано из nll-v1
nemotron_b028_P1_r1,A,nemotron,3.438424,1668,3,1668,унаследовано из nll-v1
nemotron_b028_P1_r2,A,nemotron,3.295929,1958,3,1958,унаследовано из nll-v1
nemotron_b028_P2_r1,A,nemotron,3.515682,951,1,951,унаследовано из nll-v1
nemotron_b028_P2_r2,A,nemotron,3.600357,963,1,963,унаследовано из nll-v1
nemotron_b028_P3_r1,A,nemotron,3.506697,2054,4,2054,унаследовано из nll-v1
nemotron_b029_P1_r1,A,nemotron,3.380396,3078,6,3078,унаследовано из nll-v1
nemotron_b029_P1_r2,A,nemotron,3.266398,2588,5,2588,унаследовано из nll-v1
nemotron_b029_P2_r1,A,nemotron,3.413727,1126,2,1126,унаследовано из nll-v1
nemotron_b029_P2_r2,A,nemotron,3.459257,1585,3,1585,унаследовано из nll-v1
nemotron_b029_P3_r1,A,nemotron,3.343509,1598,3,1598,унаследовано из nll-v1
nemotron_b029_P3_r2,A,nemotron,3.316252,2626,5,2626,унаследовано из nll-v1
nemotron_b030_P1_r1,A,nemotron,3.421377,1934,3,1934,унаследовано из nll-v1
nemotron_b030_P1_r2,A,nemotron,3.285209,2491,4,2491,унаследовано из nll-v1
nemotron_b030_P2_r1,A,nemotron,3.510403,894,1,894,унаследовано из nll-v1
nemotron_b030_P2_r2,A,nemotron,3.481424,849,1,849,унаследовано из nll-v1
nemotron_b030_P3_r1,A,nemotron,3.441279,2284,4,2284,унаследовано из nll-v1
nemotron_b030_P3_r2,A,nemotron,3.272623,1845,3,1845,унаследовано из nll-v1
nemotron_b031_P1_r1,A,nemotron,3.366830,1225,2,1225,унаследовано из nll-v1
nemotron_b031_P1_r2,A,nemotron,3.543222,1373,2,1373,унаследовано из nll-v1
nemotron_b031_P2_r1,A,nemotron,3.230648,1624,3,1624,унаследовано из nll-v1
nemotron_b031_P2_r2,A,nemotron,3.392809,1211,2,1211,унаследовано из nll-v1
nemotron_b031_P3_r1,A,nemotron,3.260247,2525,4,2525,унаследовано из nll-v1
nemotron_b031_P3_r2,A,nemotron,3.448060,3202,6,3202,унаследовано из nll-v1
nemotron_b032_P1_r1,A,nemotron,3.396812,1636,3,1636,унаследовано из nll-v1
nemotron_b032_P1_r2,A,nemotron,3.260030,2141,4,2141,унаследовано из nll-v1
nemotron_b032_P2_r1,A,nemotron,3.546139,1076,2,1076,унаследовано из nll-v1
nemotron_b032_P2_r2,A,nemotron,3.367451,1334,2,1334,унаследовано из nll-v1
nemotron_b032_P3_r1,A,nemotron,3.446228,3328,6,3328,унаследовано из nll-v1
nemotron_b032_P3_r2,A,nemotron,3.567807,1091,2,1091,унаследовано из nll-v1
nemotron_b033_P1_r1,A,nemotron,3.405770,869,1,869,унаследовано из nll-v1
nemotron_b033_P1_r2,A,nemotron,3.431323,948,1,948,унаследовано из nll-v1
nemotron_b033_P2_r1,A,nemotron,3.077830,1025,2,1025,унаследовано из nll-v1
nemotron_b033_P2_r2,A,nemotron,3.343024,672,1,672,унаследовано из nll-v1
nemotron_b033_P3_r1,A,nemotron,3.587718,1725,3,1725,унаследовано из nll-v1
nemotron_b033_P3_r2,A,nemotron,3.730591,2051,4,2051,унаследовано из nll-v1
nemotron_b034_P1_r1,A,nemotron,3.120748,1158,2,1158,унаследовано из nll-v1
nemotron_b034_P1_r2,A,nemotron,3.174421,1964,3,1964,унаследовано из nll-v1
nemotron_b034_P2_r1,A,nemotron,3.267226,793,1,793,унаследовано из nll-v1
nemotron_b034_P2_r2,A,nemotron,3.065441,847,1,847,унаследовано из nll-v1
nemotron_b034_P3_r1,A,nemotron,3.457801,3022,5,3022,унаследовано из nll-v1
nemotron_b034_P3_r2,A,nemotron,3.300122,732,1,732,унаследовано из nll-v1
nemotron_b035_P1_r1,A,nemotron,3.373549,2294,4,2294,унаследовано из nll-v1
nemotron_b035_P1_r2,A,nemotron,3.284795,1209,2,1209,унаследовано из nll-v1
nemotron_b035_P2_r1,A,nemotron,3.419939,927,1,927,унаследовано из nll-v1
nemotron_b035_P2_r2,A,nemotron,3.246800,1086,2,1086,унаследовано из nll-v1
nemotron_b035_P3_r1,A,nemotron,3.459926,5420,10,5420,унаследовано из nll-v1
nemotron_b035_P3_r2,A,nemotron,3.356529,2944,5,2944,унаследовано из nll-v1
nemotron_b036_P1_r1,A,nemotron,3.317431,1073,2,1073,унаследовано из nll-v1
nemotron_b036_P1_r2,A,nemotron,3.426682,1792,3,1792,унаследовано из nll-v1
nemotron_b036_P2_r1,A,nemotron,3.096886,983,1,983,унаследовано из nll-v1
nemotron_b036_P2_r2,A,nemotron,3.460899,1103,2,1103,унаследовано из nll-v1
nemotron_b036_P3_r1,A,nemotron,3.409403,1383,2,1383,унаследовано из nll-v1
nemotron_b036_P3_r2,A,nemotron,3.561533,1536,3,1536,унаследовано из nll-v1
nemotron_b037_P1_r1,A,nemotron,3.198737,1682,3,1682,унаследовано из nll-v1
nemotron_b037_P1_r2,A,nemotron,3.199017,881,1,881,унаследовано из nll-v1
nemotron_b037_P2_r1,A,nemotron,3.203733,851,1,851,унаследовано из nll-v1
nemotron_b037_P2_r2,A,nemotron,3.192789,842,1,842,унаследовано из nll-v1
nemotron_b037_P3_r1,A,nemotron,3.449307,2772,5,2772,унаследовано из nll-v1
nemotron_b037_P3_r2,A,nemotron,3.392371,1599,3,1599,унаследовано из nll-v1
nemotron_b038_P1_r1,A,nemotron,3.386317,1270,2,1270,унаследовано из nll-v1
nemotron_b038_P1_r2,A,nemotron,3.300879,2066,4,2066,унаследовано из nll-v1
nemotron_b038_P2_r1,A,nemotron,3.351680,1223,2,1223,унаследовано из nll-v1
nemotron_b038_P2_r2,A,nemotron,3.416316,926,1,926,унаследовано из nll-v1
nemotron_b038_P3_r1,A,nemotron,3.515141,2301,4,2301,унаследовано из nll-v1
nemotron_b038_P3_r2,A,nemotron,3.431288,2676,5,2676,унаследовано из nll-v1
nemotron_b039_P1_r1,A,nemotron,3.225178,868,1,868,унаследовано из nll-v1
nemotron_b039_P1_r2,A,nemotron,3.183640,1113,2,1113,унаследовано из nll-v1
nemotron_b039_P2_r1,A,nemotron,3.185356,670,1,670,унаследовано из nll-v1
nemotron_b039_P2_r2,A,nemotron,3.349852,1014,1,1014,унаследовано из nll-v1
nemotron_b039_P3_r1,A,nemotron,3.625621,1259,2,1259,унаследовано из nll-v1
nemotron_b039_P3_r2,A,nemotron,3.381583,2504,4,2504,унаследовано из nll-v1
nemotron_b040_P1_r1,A,nemotron,3.478041,1043,2,1043,унаследовано из nll-v1
nemotron_b040_P1_r2,A,nemotron,3.489746,1497,2,1497,унаследовано из nll-v1
