document_id,origin_class,generation_channel,nll,scored_tokens,n_windows,expected_tokens
real_claude_b013_P3_r1,A,real_claude,3.484531,2038,3,2038
real_claude_b013_P3_r2,A,real_claude,3.667558,1827,3,1827
real_claude_b014_P1_r1,A,real_claude,3.359381,1673,3,1673
real_claude_b014_P1_r2,A,real_claude,3.251631,2217,4,2217
real_claude_b014_P2_r1,A,real_claude,3.220634,1063,2,1063
real_claude_b014_P2_r2,A,real_claude,3.246290,974,1,974
real_claude_b014_P3_r1,A,real_claude,3.468572,2258,4,2258
real_claude_b014_P3_r2,A,real_claude,3.334722,1892,3,1892
real_claude_b015_P1_r1,A,real_claude,2.950493,2723,5,2723
real_claude_b015_P1_r2,A,real_claude,3.120090,1016,1,1016
real_claude_b015_P2_r1,A,real_claude,3.276098,1016,1,1016
real_claude_b015_P2_r2,A,real_claude,3.292072,1228,2,1228
real_claude_b015_P3_r1,A,real_claude,3.384051,2562,5,2562
real_claude_b015_P3_r2,A,real_claude,3.435819,2283,4,2283
real_claude_b016_P1_r1,A,real_claude,3.405120,1699,3,1699
real_claude_b016_P1_r2,A,real_claude,3.474816,2228,4,2228
real_claude_b016_P2_r1,A,real_claude,3.470965,1203,2,1203
real_claude_b016_P2_r2,A,real_claude,3.275282,1010,1,1010
real_claude_b016_P3_r1,A,real_claude,3.557941,1674,3,1674
real_claude_b016_P3_r2,A,real_claude,3.553645,2011,3,2011
real_claude_b017_P1_r1,A,real_claude,3.418423,2371,4,2371
real_claude_b017_P1_r2,A,real_claude,3.553303,2236,4,2236
real_claude_b017_P2_r1,A,real_claude,3.112404,1040,2,1040
real_claude_b017_P2_r2,A,real_claude,3.358941,904,1,904
real_claude_b017_P3_r1,A,real_claude,3.849997,2294,4,2294
real_claude_b017_P3_r2,A,real_claude,3.994846,1740,3,1740
real_claude_b018_P1_r1,A,real_claude,3.251165,2393,4,2393
real_claude_b018_P1_r2,A,real_claude,3.402980,2309,4,2309
real_claude_b018_P2_r1,A,real_claude,3.386952,978,1,978
real_claude_b018_P2_r2,A,real_claude,3.286467,984,1,984
real_claude_b018_P3_r1,A,real_claude,3.613157,2340,4,2340
real_claude_b018_P3_r2,A,real_claude,3.522522,2195,4,2195
real_claude_b019_P1_r1,A,real_claude,3.163777,1855,3,1855
real_claude_b019_P1_r2,A,real_claude,3.321293,2330,4,2330
real_claude_b019_P2_r1,A,real_claude,3.379732,1305,2,1305
real_claude_b019_P2_r2,A,real_claude,3.486299,1538,3,1538
real_claude_b019_P3_r1,A,real_claude,3.535757,2102,4,2102
real_claude_b019_P3_r2,A,real_claude,3.741702,2150,4,2150
real_claude_b020_P1_r1,A,real_claude,3.215884,2140,4,2140
real_claude_b020_P1_r2,A,real_claude,3.475012,2308,4,2308
real_claude_b020_P2_r1,A,real_claude,3.476541,1186,2,1186
real_claude_b020_P2_r2,A,real_claude,3.264688,1062,2,1062
real_claude_b020_P3_r1,A,real_claude,3.705551,2472,4,2472
real_claude_b020_P3_r2,A,real_claude,3.633837,2085,4,2085
real_claude_b021_P1_r1,A,real_claude,3.482522,1644,3,1644
real_claude_b021_P1_r2,A,real_claude,3.375388,2386,4,2386
real_claude_b021_P2_r1,A,real_claude,3.356559,1135,2,1135
real_claude_b021_P2_r2,A,real_claude,3.407070,945,1,945
real_claude_b021_P3_r1,A,real_claude,3.484796,2072,4,2072
real_claude_b021_P3_r2,A,real_claude,3.443329,2046,3,2046
real_claude_b022_P1_r1,A,real_claude,3.121818,2410,4,2410
real_claude_b022_P1_r2,A,real_claude,3.173523,2362,4,2362
real_claude_b022_P2_r1,A,real_claude,3.266140,1249,2,1249
real_claude_b022_P2_r2,A,real_claude,3.149062,1010,1,1010
real_claude_b022_P3_r1,A,real_claude,3.304785,1964,3,1964
real_claude_b022_P3_r2,A,real_claude,3.424035,2182,4,2182
real_claude_b023_P1_r1,A,real_claude,3.195754,2062,4,2062
real_claude_b023_P1_r2,A,real_claude,3.255975,2011,3,2011
real_claude_b023_P2_r1,A,real_claude,3.479879,1120,2,1120
real_claude_b023_P2_r2,A,real_claude,3.358821,1127,2,1127
real_claude_b023_P3_r1,A,real_claude,3.521012,1850,3,1850
real_claude_b023_P3_r2,A,real_claude,3.592841,1818,3,1818
real_claude_b024_P1_r1,A,real_claude,3.314577,2012,3,2012
real_claude_b024_P1_r2,A,real_claude,3.401401,1622,3,1622
real_claude_b024_P2_r1,A,real_claude,3.525613,1050,2,1050
real_claude_b024_P2_r2,A,real_claude,3.468173,1264,2,1264
real_claude_b024_P3_r1,A,real_claude,3.588700,2001,3,2001
real_claude_b024_P3_r2,A,real_claude,3.571669,1828,3,1828
real_claude_b025_P1_r1,A,real_claude,3.361930,2195,4,2195
real_claude_b025_P1_r2,A,real_claude,3.242490,2113,4,2113
real_claude_b025_P2_r1,A,real_claude,3.284271,924,1,924
real_claude_b025_P2_r2,A,real_claude,3.492181,825,1,825
real_claude_b025_P3_r1,A,real_claude,3.508672,2000,3,2000
real_claude_b025_P3_r2,A,real_claude,3.648141,1961,3,1961
real_claude_b026_P1_r1,A,real_claude,3.206578,2666,5,2666
real_claude_b026_P1_r2,A,real_claude,3.329147,1902,3,1902
real_claude_b026_P2_r1,A,real_claude,3.250724,1501,2,1501
real_claude_b026_P2_r2,A,real_claude,3.419098,909,1,909
real_claude_b026_P3_r1,A,real_claude,3.374624,2118,4,2118
real_claude_b026_P3_r2,A,real_claude,3.453444,2089,4,2089
real_claude_b027_P1_r1,A,real_claude,3.323089,2172,4,2172
real_claude_b027_P1_r2,A,real_claude,3.331676,2645,5,2645
real_claude_b027_P2_r1,A,real_claude,3.322677,1445,2,1445
real_claude_b027_P2_r2,A,real_claude,3.160787,1364,2,1364
real_claude_b027_P3_r1,A,real_claude,3.454449,2147,4,2147
real_claude_b027_P3_r2,A,real_claude,3.501159,2220,4,2220
real_claude_b028_P1_r1,A,real_claude,3.316592,2074,4,2074
real_claude_b028_P1_r2,A,real_claude,3.241364,1790,3,1790
real_claude_b028_P2_r1,A,real_claude,3.552820,1191,2,1191
real_claude_b028_P2_r2,A,real_claude,3.507219,1456,2,1456
real_claude_b028_P3_r1,A,real_claude,3.491908,2175,4,2175
real_claude_b028_P3_r2,A,real_claude,3.524093,1946,3,1946
real_claude_b029_P1_r1,A,real_claude,3.379502,2097,4,2097
real_claude_b029_P1_r2,A,real_claude,3.424252,2234,4,2234
real_claude_b029_P2_r1,A,real_claude,3.486238,1402,2,1402
real_claude_b029_P2_r2,A,real_claude,3.504551,1124,2,1124
real_claude_b029_P3_r1,A,real_claude,3.522289,2035,3,2035
real_claude_b029_P3_r2,A,real_claude,3.669235,2001,3,2001
real_claude_b030_P1_r1,A,real_claude,3.256525,2339,4,2339
real_claude_b030_P1_r2,A,real_claude,3.419543,2111,4,2111
real_claude_b030_P2_r1,A,real_claude,3.319601,1213,2,1213
real_claude_b030_P2_r2,A,real_claude,3.311643,1074,2,1074
real_claude_b030_P3_r1,A,real_claude,3.637996,1620,3,1620
real_claude_b030_P3_r2,A,real_claude,3.510057,1543,3,1543
real_claude_b031_P1_r1,A,real_claude,3.115673,2454,4,2454
real_claude_b031_P1_r2,A,real_claude,3.081692,2080,4,2080
real_claude_b031_P2_r1,A,real_claude,3.216148,847,1,847
real_claude_b031_P2_r2,A,real_claude,3.184277,998,1,998
real_claude_b031_P3_r1,A,real_claude,3.326314,1976,3,1976
real_claude_b031_P3_r2,A,real_claude,3.305874,1895,3,1895
real_claude_b032_P1_r1,A,real_claude,3.175073,2060,4,2060
real_claude_b032_P1_r2,A,real_claude,3.248511,2138,4,2138
real_claude_b032_P2_r1,A,real_claude,3.167984,1353,2,1353
real_claude_b032_P2_r2,A,real_claude,3.235991,1249,2,1249
real_claude_b032_P3_r1,A,real_claude,3.328896,2051,4,2051
real_claude_b032_P3_r2,A,real_claude,3.301053,2178,4,2178
real_claude_b033_P1_r1,A,real_claude,3.268471,2360,4,2360
real_claude_b033_P1_r2,A,real_claude,3.228023,2337,4,2337
real_claude_b033_P2_r1,A,real_claude,3.272539,1099,2,1099
real_claude_b033_P2_r2,A,real_claude,3.470538,1275,2,1275
real_claude_b033_P3_r1,A,real_claude,3.432019,1995,3,1995
real_claude_b033_P3_r2,A,real_claude,3.414949,2034,3,2034
real_claude_b034_P1_r1,A,real_claude,3.176215,2433,4,2433
real_claude_b034_P1_r2,A,real_claude,3.338644,2402,4,2402
real_claude_b034_P2_r1,A,real_claude,3.166329,1457,2,1457
real_claude_b034_P2_r2,A,real_claude,3.274455,1427,2,1427
real_claude_b034_P3_r1,A,real_claude,3.259876,2236,4,2236
real_claude_b034_P3_r2,A,real_claude,3.397684,1963,3,1963
real_claude_b035_P1_r1,A,real_claude,3.240160,2336,4,2336
real_claude_b035_P1_r2,A,real_claude,3.144148,2400,4,2400
real_claude_b035_P2_r1,A,real_claude,3.396080,987,1,987
real_claude_b035_P2_r2,A,real_claude,3.288206,1027,2,1027
real_claude_b035_P3_r1,A,real_claude,3.383441,2058,4,2058
real_claude_b035_P3_r2,A,real_claude,3.349188,2143,4,2143
real_claude_b036_P1_r1,A,real_claude,3.039146,2357,4,2357
real_claude_b036_P1_r2,A,real_claude,3.212438,2390,4,2390
real_claude_b036_P2_r1,A,real_claude,3.284543,1521,2,1521
real_claude_b036_P2_r2,A,real_claude,3.160283,1225,2,1225
real_claude_b036_P3_r1,A,real_claude,3.439508,1689,3,1689
real_claude_b036_P3_r2,A,real_claude,3.463117,1772,3,1772
real_claude_b037_P1_r1,A,real_claude,3.253467,1994,3,1994
real_claude_b037_P1_r2,A,real_claude,3.109333,2084,4,2084
real_claude_b037_P2_r1,A,real_claude,3.326267,1092,2,1092
real_claude_b037_P2_r2,A,real_claude,3.230184,996,1,996
real_claude_b037_P3_r1,A,real_claude,3.434187,1835,3,1835
real_claude_b037_P3_r2,A,real_claude,3.232426,2046,3,2046
real_claude_b038_P1_r1,A,real_claude,3.079814,2142,4,2142
real_claude_b038_P1_r2,A,real_claude,3.286448,2196,4,2196
real_claude_b038_P2_r1,A,real_claude,3.301924,1579,3,1579
real_claude_b038_P2_r2,A,real_claude,3.338725,1622,3,1622
real_claude_b038_P3_r1,A,real_claude,3.568692,2040,3,2040
real_claude_b038_P3_r2,A,real_claude,3.485309,2159,4,2159
real_claude_b039_P1_r1,A,real_claude,3.122151,2445,4,2445
real_claude_b039_P1_r2,A,real_claude,3.297001,2512,4,2512
real_claude_b039_P2_r1,A,real_claude,3.226230,1163,2,1163
real_claude_b039_P2_r2,A,real_claude,3.219635,1062,2,1062
real_claude_b039_P3_r1,A,real_claude,3.399154,2086,4,2086
real_claude_b039_P3_r2,A,real_claude,3.450915,2122,4,2122
real_claude_b040_P1_r1,A,real_claude,3.341096,2389,4,2389
real_claude_b040_P1_r2,A,real_claude,3.527482,1970,3,1970
real_claude_b040_P2_r1,A,real_claude,3.529908,1347,2,1347
real_claude_b040_P2_r2,A,real_claude,3.490160,1365,2,1365
real_claude_b040_P3_r1,A,real_claude,3.562697,1716,3,1716
real_claude_b040_P3_r2,A,real_claude,3.478730,2064,4,2064
real_claude_b041_P1_r1,A,real_claude,3.129980,2375,4,2375
real_claude_b041_P1_r2,A,real_claude,2.988972,1988,3,1988
real_claude_b041_P2_r1,A,real_claude,3.285525,1034,2,1034
real_claude_b041_P2_r2,A,real_claude,3.157064,1175,2,1175
real_claude_b041_P3_r1,A,real_claude,3.261318,1899,3,1899
real_claude_b041_P3_r2,A,real_claude,3.287228,1916,3,1916
real_claude_b042_P1_r1,A,real_claude,3.121731,2531,4,2531
real_claude_b042_P1_r2,A,real_claude,3.086295,2550,4,2550
real_claude_b042_P2_r1,A,real_claude,3.395457,1056,2,1056
real_claude_b042_P2_r2,A,real_claude,3.303576,951,1,951
real_claude_b042_P3_r1,A,real_claude,3.199038,1501,2,1501
real_claude_b042_P3_r2,A,real_claude,3.311909,2047,3,2047
real_claude_b043_P1_r1,A,real_claude,3.342891,2333,4,2333
real_claude_b043_P1_r2,A,real_claude,3.418180,2346,4,2346
real_claude_b043_P2_r1,A,real_claude,3.243452,1413,2,1413
real_claude_b043_P2_r2,A,real_claude,3.138704,1059,2,1059
real_claude_b043_P3_r1,A,real_claude,3.624649,1651,3,1651
real_claude_b043_P3_r2,A,real_claude,3.581661,2095,4,2095
real_claude_b044_P1_r1,A,real_claude,3.158979,2447,4,2447
real_claude_b044_P1_r2,A,real_claude,3.292637,2083,4,2083
real_claude_b044_P2_r1,A,real_claude,3.181526,1014,1,1014
real_claude_b044_P2_r2,A,real_claude,3.326273,1092,2,1092
real_claude_b044_P3_r1,A,real_claude,3.413654,1959,3,1959
real_claude_b044_P3_r2,A,real_claude,3.469828,1851,3,1851
real_claude_b045_P1_r1,A,real_claude,3.313227,2748,5,2748
real_claude_b045_P1_r2,A,real_claude,3.415120,2499,4,2499
real_claude_b045_P2_r1,A,real_claude,3.370861,1484,2,1484
real_claude_b045_P2_r2,A,real_claude,3.400815,1585,3,1585
real_claude_b045_P3_r1,A,real_claude,3.477903,2604,5,2604
real_claude_b045_P3_r2,A,real_claude,3.423991,2440,4,2440
